Codi IDESCAT,Codi INE,Municipi,Codi Comarca 2023,Comarca 2023,Codi Província,Província,Àmbit funcional,Any,Iniciats HPO,Acabats HPO,Longitud Municipi,Latitud Municipi,Georeferència Municipi
081332,08133,Montmaneu,06,Anoia,08,Barcelona,Penedès,2017,0,0,1.414420497,41.62613551,POINT (1.414420497 41.62613551)
080522,08052,Castellar de N'Hug,14,Berguedà,08,Barcelona,Comarques Centrals,2018,0,0,2.017208352,42.28287514,POINT (2.017208352 42.28287514)
431690,43169,Vilaplana,08,Baix Camp,43,Tarragona,Camp de Tarragona,2019,0,0,1.03310439,41.22866612,POINT (1.03310439 41.22866612)
171805,17180,Santa Coloma de Farners,34,Selva,17,Girona,Comarques Gironines,2003,1,26,2.662775243,41.86149583,POINT (2.662775243 41.86149583)
439044,43904,"Aldea, l'",09,Baix Ebre,43,Tarragona,Terres de l'Ebre,2015,0,0,0.620293809,40.74589422,POINT (0.620293809 40.74589422)
431495,43149,Tivenys,09,Baix Ebre,43,Tarragona,Terres de l'Ebre,2014,0,0,0.512315345,40.90752993,POINT (0.512315345 40.90752993)
259046,25904,Castell de Mur,25,Pallars Jussà,25,Lleida,Alt Pirineu i Aran,2008,0,0,0.87642989,42.09165825,POINT (0.87642989 42.09165825)
080272,08027,"Cabanyes, les",03,Alt Penedès,08,Barcelona,Penedès,2010,0,0,1.689614095,41.37173606,POINT (1.689614095 41.37173606)
080620,08062,Castellnou de Bages,07,Bages,08,Barcelona,Comarques Centrals,2007,0,0,1.836910755,41.8341297,POINT (1.836910755 41.8341297)
252496,25249,Vilanova de l'Aguda,23,Noguera,25,Lleida,Ponent,2013,0,0,1.252463404,41.91086491,POINT (1.252463404 41.91086491)
250426,25042,"Baronia de Rialb, la",23,Noguera,25,Lleida,Ponent,2008,0,0,1.19618638,41.93217702,POINT (1.19618638 41.93217702)
082310,08231,Sant Pere de Ribes,17,Garraf,08,Barcelona,Penedès,2018,0,0,1.772114573,41.26230332,POINT (1.772114573 41.26230332)
170887,17088,Lladó,02,Alt Empordà,17,Girona,Comarques Gironines,2017,0,0,2.813404691,42.24769882,POINT (2.813404691 42.24769882)
252167,25216,Talavera,32,Segarra,25,Lleida,Ponent,2022,0,0,1.338415635,41.58183982,POINT (1.338415635 41.58183982)
430691,43069,Gratallops,29,Priorat,43,Tarragona,Camp de Tarragona,2020,0,0,0.777456951,41.19363821,POINT (0.777456951 41.19363821)
082922,08292,Vallbona d'Anoia,06,Anoia,08,Barcelona,Penedès,2004,0,0,1.709448701,41.51998537,POINT (1.709448701 41.51998537)
171962,17196,Terrades,02,Alt Empordà,17,Girona,Comarques Gironines,2008,0,0,2.839005502,42.31010567,POINT (2.839005502 42.31010567)
080958,08095,Granera,42,Moianès,08,Barcelona,Comarques Centrals,2007,0,0,2.057173474,41.72541716,POINT (2.057173474 41.72541716)
252173,25217,Tàrrega,38,Urgell,25,Lleida,Ponent,2012,0,38,1.139054429,41.64628389,POINT (1.139054429 41.64628389)
080462,08046,Cardedeu,41,Vallès Oriental,08,Barcelona,Metropolità,2003,0,0,2.355346668,41.63829179,POINT (2.355346668 41.63829179)
250984,25098,Gavet de la Conca,25,Pallars Jussà,25,Lleida,Alt Pirineu i Aran,2011,0,0,0.920462441,42.12318799,POINT (0.920462441 42.12318799)
430688,43068,Godall,22,Montsià,43,Tarragona,Terres de l'Ebre,2014,0,0,0.468609637,40.65558241,POINT (0.468609637 40.65558241)
081120,08112,Manlleu,24,Osona,08,Barcelona,Comarques Centrals,2023,0,0,2.283578064,41.9999391,POINT (2.283578064 41.9999391)
250138,25013,Alfarràs,33,Segrià,25,Lleida,Ponent,2022,0,0,0.56965673,41.82999269,POINT (0.56965673 41.82999269)
081206,08120,Matadepera,40,Vallès Occidental,08,Barcelona,Metropolità,2015,0,0,2.026747357,41.59664189,POINT (2.026747357 41.59664189)
080641,08064,Castellterçol,42,Moianès,08,Barcelona,Comarques Centrals,2017,0,0,2.12050299,41.75156183,POINT (2.12050299 41.75156183)
080961,08096,Granollers,41,Vallès Oriental,08,Barcelona,Metropolità,2017,0,0,2.286822072,41.60808662,POINT (2.286822072 41.60808662)
171978,17197,Torrent,10,Baix Empordà,17,Girona,Comarques Gironines,2020,0,0,3.127563835,41.95191363,POINT (3.127563835 41.95191363)
431750,43175,Vilalba dels Arcs,37,Terra Alta,43,Tarragona,Terres de l'Ebre,2017,0,0,0.410194282,41.12112328,POINT (0.410194282 41.12112328)
250931,25093,Fondarella,27,Pla d'Urgell,25,Lleida,Ponent,2007,0,0,0.873515184,41.63464248,POINT (0.873515184 41.63464248)
431652,43165,Vilabella,01,Alt Camp,43,Tarragona,Camp de Tarragona,2012,0,0,1.329909008,41.2467535,POINT (1.329909008 41.2467535)
080386,08038,Callús,07,Bages,08,Barcelona,Comarques Centrals,2016,0,0,1.783871713,41.78124073,POINT (1.783871713 41.78124073)
170622,17062,"Escala, l'",02,Alt Empordà,17,Girona,Comarques Gironines,2010,24,0,3.133767625,42.12505878,POINT (3.133767625 42.12505878)
252326,25232,Torres de Segre,33,Segrià,25,Lleida,Ponent,2015,0,0,0.512600714,41.53516991,POINT (0.512600714 41.53516991)
431732,43173,"Vilella Alta, la",29,Priorat,43,Tarragona,Camp de Tarragona,2012,0,0,0.781334275,41.22464309,POINT (0.781334275 41.22464309)
170622,17062,"Escala, l'",02,Alt Empordà,17,Girona,Comarques Gironines,2022,0,0,3.133767625,42.12505878,POINT (3.133767625 42.12505878)
080898,08089,Gavà,11,Baix Llobregat,08,Barcelona,Metropolità,2010,79,0,2.004774201,41.30611887,POINT (2.004774201 41.30611887)
430108,43010,Alió,01,Alt Camp,43,Tarragona,Camp de Tarragona,2006,0,0,1.306398395,41.29512621,POINT (1.306398395 41.29512621)
250674,25067,Castelldans,18,Garrigues,25,Lleida,Ponent,2019,0,0,0.765325275,41.49661329,POINT (0.765325275 41.49661329)
171143,17114,Olot,19,Garrotxa,17,Girona,Comarques Gironines,2014,0,0,2.484354623,42.18318266,POINT (2.484354623 42.18318266)
250978,25097,Fulleda,18,Garrigues,25,Lleida,Ponent,2015,0,0,1.02431182,41.46305309,POINT (1.02431182 41.46305309)
251137,25113,Ivars d'Urgell,27,Pla d'Urgell,25,Lleida,Ponent,2010,0,0,0.98674138,41.68195747,POINT (0.98674138 41.68195747)
170911,17091,Llanars,31,Ripollès,17,Girona,Comarques Gironines,2017,0,0,2.344137229,42.32095448,POINT (2.344137229 42.32095448)
082861,08286,"Torre de Claramunt, la",06,Anoia,08,Barcelona,Penedès,2007,0,0,1.658209642,41.5335756,POINT (1.658209642 41.5335756)
250432,25043,"Vall de Boí, la",05,Alta Ribagorça,25,Lleida,Alt Pirineu i Aran,2008,0,0,0.800461177,42.50458673,POINT (0.800461177 42.50458673)
430995,43099,"Palma d'Ebre, la",30,Ribera d'Ebre,43,Tarragona,Terres de l'Ebre,2023,0,0,0.665882597,41.28250815,POINT (0.665882597 41.28250815)
172229,17222,Vilaür,02,Alt Empordà,17,Girona,Comarques Gironines,2012,0,0,2.953885017,42.14353764,POINT (2.953885017 42.14353764)
080291,08029,Cabrera de Mar,21,Maresme,08,Barcelona,Metropolità,2013,0,0,2.393308926,41.52601029,POINT (2.393308926 41.52601029)
170577,17057,Corçà,10,Baix Empordà,17,Girona,Comarques Gironines,2019,0,0,3.017294311,41.98982108,POINT (3.017294311 41.98982108)
082690,08269,Seva,24,Osona,08,Barcelona,Comarques Centrals,2006,0,0,2.280295766,41.83863507,POINT (2.280295766 41.83863507)
431346,43134,"Rourell, el",01,Alt Camp,43,Tarragona,Camp de Tarragona,2010,0,0,1.217774332,41.2248745,POINT (1.217774332 41.2248745)
430629,43062,Freginals,22,Montsià,43,Tarragona,Terres de l'Ebre,2015,0,0,0.519922755,40.67189591,POINT (0.519922755 40.67189591)
250693,25069,Castelló de Farfanya,23,Noguera,25,Lleida,Ponent,2022,0,0,0.727346844,41.82026728,POINT (0.727346844 41.82026728)
430770,43077,Mas de Barberans,22,Montsià,43,Tarragona,Terres de l'Ebre,2021,0,0,0.37387819,40.73566675,POINT (0.37387819 40.73566675)
431264,43126,"Riera de Gaià, la",36,Tarragonès,43,Tarragona,Camp de Tarragona,2021,0,0,1.361392723,41.16484026,POINT (1.361392723 41.16484026)
081712,08171,Prats de Lluçanès,43,Lluçanès,08,Barcelona,Comarques Centrals,2023,0,0,2.028590923,42.00864672,POINT (2.028590923 42.00864672)
430326,43032,Bot,37,Terra Alta,43,Tarragona,Terres de l'Ebre,2020,0,0,0.384843145,41.00896452,POINT (0.384843145 41.00896452)
430445,43044,"Sénia, la",22,Montsià,43,Tarragona,Terres de l'Ebre,2003,18,0,0.285251665,40.63332816,POINT (0.285251665 40.63332816)
081056,08105,"Llagosta, la",41,Vallès Oriental,08,Barcelona,Metropolità,2012,0,0,2.193612736,41.51312003,POINT (2.193612736 41.51312003)
081923,08192,Santpedor,07,Bages,08,Barcelona,Comarques Centrals,2023,0,1,1.839177662,41.78327337,POINT (1.839177662 41.78327337)
081727,08172,Premià de Mar,21,Maresme,08,Barcelona,Metropolità,2019,0,0,2.35678569,41.4898095,POINT (2.35678569 41.4898095)
171582,17158,Sant Climent Sescebes,02,Alt Empordà,17,Girona,Comarques Gironines,2011,0,0,2.980043309,42.36898126,POINT (2.980043309 42.36898126)
082994,08299,Vilada,14,Berguedà,08,Barcelona,Comarques Centrals,2017,0,0,1.931742789,42.13686727,POINT (1.931742789 42.13686727)
172018,17201,Toses,31,Ripollès,17,Girona,Comarques Gironines,2016,0,0,2.016964383,42.32174548,POINT (2.016964383 42.32174548)
431515,43151,"Torre de Fontaubella, la",29,Priorat,43,Tarragona,Camp de Tarragona,2013,0,0,0.864236158,41.1244212,POINT (0.864236158 41.1244212)
170519,17051,Cistella,02,Alt Empordà,17,Girona,Comarques Gironines,2020,0,0,2.848205461,42.26846438,POINT (2.848205461 42.26846438)
170792,17079,Girona,20,Gironès,17,Girona,Comarques Gironines,2015,0,0,2.824865628,41.98315544,POINT (2.824865628 41.98315544)
080327,08032,Caldes d'Estrac,21,Maresme,08,Barcelona,Metropolità,2004,0,0,2.527515728,41.57254213,POINT (2.527515728 41.57254213)
251673,25167,Pinós,35,Solsonès,25,Lleida,Comarques Centrals,2007,0,0,1.541994622,41.82737047,POINT (1.541994622 41.82737047)
251155,25115,Isona i Conca Dellà,25,Pallars Jussà,25,Lleida,Alt Pirineu i Aran,2014,0,0,1.043875564,42.11696856,POINT (1.043875564 42.11696856)
430733,43073,Llorac,16,Conca de Barberà,43,Tarragona,Camp de Tarragona,2007,0,0,1.307155552,41.55650686,POINT (1.307155552 41.55650686)
439023,43902,Sant Jaume d'Enveja,22,Montsià,43,Tarragona,Terres de l'Ebre,2008,25,0,0.717018049,40.70504003,POINT (0.717018049 40.70504003)
431606,43160,Vallmoll,01,Alt Camp,43,Tarragona,Camp de Tarragona,2015,0,0,1.248902308,41.24265311,POINT (1.248902308 41.24265311)
170209,17020,Bescanó,20,Gironès,17,Girona,Comarques Gironines,2010,0,0,2.743365182,41.96540335,POINT (2.743365182 41.96540335)
082248,08224,Sant Martí de Centelles,24,Osona,08,Barcelona,Comarques Centrals,2007,0,0,2.250971253,41.76389065,POINT (2.250971253 41.76389065)
430234,43023,Bellmunt del Priorat,29,Priorat,43,Tarragona,Camp de Tarragona,2013,0,0,0.765313302,41.1639882,POINT (0.765313302 41.1639882)
172155,17215,Vilablareix,20,Gironès,17,Girona,Comarques Gironines,2008,0,0,2.794042045,41.95277439,POINT (2.794042045 41.95277439)
250138,25013,Alfarràs,33,Segrià,25,Lleida,Ponent,2021,0,0,0.56965673,41.82999269,POINT (0.56965673 41.82999269)
080060,08006,Arenys de Mar,21,Maresme,08,Barcelona,Metropolità,2022,0,1,2.551624094,41.57953396,POINT (2.551624094 41.57953396)
430640,43064,Gandesa,37,Terra Alta,43,Tarragona,Terres de l'Ebre,2021,0,0,0.439107295,41.05208342,POINT (0.439107295 41.05208342)
082093,08209,Sant Fost de Campsentelles,41,Vallès Oriental,08,Barcelona,Metropolità,2013,0,0,2.232936617,41.51875719,POINT (2.232936617 41.51875719)
439044,43904,"Aldea, l'",09,Baix Ebre,43,Tarragona,Terres de l'Ebre,2004,0,20,0.620293809,40.74589422,POINT (0.620293809 40.74589422)
251749,25174,"Portella, la",33,Segrià,25,Lleida,Ponent,2009,0,0,0.639175932,41.73963592,POINT (0.639175932 41.73963592)
430043,43004,Alcanar,22,Montsià,43,Tarragona,Terres de l'Ebre,2015,0,0,0.481966932,40.5428638,POINT (0.481966932 40.5428638)
170767,17076,Garrigoles,10,Baix Empordà,17,Girona,Comarques Gironines,2013,0,0,3.030486814,42.10721936,POINT (3.030486814 42.10721936)
081944,08194,Sant Adrià de Besòs,13,Barcelonès,08,Barcelona,Metropolità,2004,317,21,2.217787409,41.43006742,POINT (2.217787409 41.43006742)
172229,17222,Vilaür,02,Alt Empordà,17,Girona,Comarques Gironines,2010,0,0,2.953885017,42.14353764,POINT (2.953885017 42.14353764)
251689,25168,"Poal, el",27,Pla d'Urgell,25,Lleida,Ponent,2015,0,0,0.856863782,41.67837959,POINT (0.856863782 41.67837959)
172253,17225,Vilamacolum,02,Alt Empordà,17,Girona,Comarques Gironines,2008,0,0,3.056959228,42.19658005,POINT (3.056959228 42.19658005)
170499,17049,Celrà,20,Gironès,17,Girona,Comarques Gironines,2021,0,0,2.874392042,42.02655538,POINT (2.874392042 42.02655538)
081483,08148,Olivella,17,Garraf,08,Barcelona,Penedès,2017,0,0,1.812242091,41.31031156,POINT (1.812242091 41.31031156)
170675,17067,Flaçà,20,Gironès,17,Girona,Comarques Gironines,2010,0,0,2.958136746,42.0470974,POINT (2.958136746 42.0470974)
251706,25170,Bellaguarda,18,Garrigues,25,Lleida,Ponent,2020,0,0,0.738299645,41.33678081,POINT (0.738299645 41.33678081)
430075,43007,"Aleixar, l'",08,Baix Camp,43,Tarragona,Camp de Tarragona,2004,0,0,1.046140895,41.20164042,POINT (1.046140895 41.20164042)
081022,08102,Igualada,06,Anoia,08,Barcelona,Penedès,2015,0,0,1.617581375,41.57871621,POINT (1.617581375 41.57871621)
431359,43135,Salomó,36,Tarragonès,43,Tarragona,Camp de Tarragona,2022,0,0,1.374788777,41.22901123,POINT (1.374788777 41.22901123)
081108,08110,Malgrat de Mar,21,Maresme,08,Barcelona,Metropolità,2018,0,0,2.740742879,41.64550143,POINT (2.740742879 41.64550143)
080749,08074,Cubelles,17,Garraf,08,Barcelona,Penedès,2007,0,0,1.672526156,41.20825098,POINT (1.672526156 41.20825098)
081326,08132,Montmajor,14,Berguedà,08,Barcelona,Comarques Centrals,2022,0,0,1.734842842,42.01741553,POINT (1.734842842 42.01741553)
431227,43122,Renau,36,Tarragonès,43,Tarragona,Camp de Tarragona,2006,0,0,1.31123847,41.22533836,POINT (1.31123847 41.22533836)
170209,17020,Bescanó,20,Gironès,17,Girona,Comarques Gironines,2023,0,0,2.743365182,41.96540335,POINT (2.743365182 41.96540335)
250680,25068,Castellnou de Seana,27,Pla d'Urgell,25,Lleida,Ponent,2021,0,0,0.971241769,41.64822014,POINT (0.971241769 41.64822014)
251945,25194,Sant Ramon,32,Segarra,25,Lleida,Ponent,2011,0,0,1.358975924,41.72461029,POINT (1.358975924 41.72461029)
081461,08146,Olesa de Bonesvalls,03,Alt Penedès,08,Barcelona,Penedès,2018,0,0,1.850758765,41.35170451,POINT (1.850758765 41.35170451)
170622,17062,"Escala, l'",02,Alt Empordà,17,Girona,Comarques Gironines,2005,0,0,3.133767625,42.12505878,POINT (3.133767625 42.12505878)
082384,08238,Sant Quirze del Vallès,40,Vallès Occidental,08,Barcelona,Metropolità,2013,0,0,2.080999131,41.53283954,POINT (2.080999131 41.53283954)
081574,08157,Pallejà,11,Baix Llobregat,08,Barcelona,Metropolità,2004,0,0,1.996775252,41.4225799,POINT (1.996775252 41.4225799)
081311,08131,Montesquiu,24,Osona,08,Barcelona,Comarques Centrals,2016,0,0,2.209866277,42.10989357,POINT (2.209866277 42.10989357)
080879,08087,Gallifa,40,Vallès Occidental,08,Barcelona,Metropolità,2016,0,0,2.115699161,41.69311463,POINT (2.115699161 41.69311463)
082896,08289,Torrelles de Llobregat,11,Baix Llobregat,08,Barcelona,Metropolità,2012,0,0,1.981109195,41.35904782,POINT (1.981109195 41.35904782)
250208,25020,Almatret,33,Segrià,25,Lleida,Ponent,2007,0,0,0.42358212,41.30556557,POINT (0.42358212 41.30556557)
431457,43145,"Selva del Camp, la",08,Baix Camp,43,Tarragona,Camp de Tarragona,2008,0,0,1.136882482,41.21515423,POINT (1.136882482 41.21515423)
250122,25012,Alcoletge,33,Segrià,25,Lleida,Ponent,2010,3,59,0.694256215,41.6470102,POINT (0.694256215 41.6470102)
252017,25201,Sarroca de Bellera,25,Pallars Jussà,25,Lleida,Alt Pirineu i Aran,2011,0,0,0.881107541,42.35976804,POINT (0.881107541 42.35976804)
081398,08139,Mura,07,Bages,08,Barcelona,Comarques Centrals,2020,0,0,1.976188317,41.69954107,POINT (1.976188317 41.69954107)
081923,08192,Santpedor,07,Bages,08,Barcelona,Comarques Centrals,2010,0,15,1.839177662,41.78327337,POINT (1.839177662 41.78327337)
430537,43053,Duesaigües,08,Baix Camp,43,Tarragona,Camp de Tarragona,2008,0,0,0.930692032,41.14605326,POINT (0.930692032 41.14605326)
250616,25061,Cabó,04,Alt Urgell,25,Lleida,Alt Pirineu i Aran,2003,0,0,1.246936817,42.23886454,POINT (1.246936817 42.23886454)
430081,43008,Alfara de Carles,09,Baix Ebre,43,Tarragona,Terres de l'Ebre,2012,0,0,0.400259187,40.87375777,POINT (0.400259187 40.87375777)
171100,17110,Mont-ras,10,Baix Empordà,17,Girona,Comarques Gironines,2015,0,0,3.144717363,41.9077239,POINT (3.144717363 41.9077239)
170998,17099,Meranges,15,Cerdanya,17,Girona,Alt Pirineu i Aran,2018,0,0,1.786916351,42.44577443,POINT (1.786916351 42.44577443)
082917,08291,Vacarisses,40,Vallès Occidental,08,Barcelona,Metropolità,2004,0,0,1.918781001,41.60593686,POINT (1.918781001 41.60593686)
080958,08095,Granera,42,Moianès,08,Barcelona,Comarques Centrals,2010,0,0,2.057173474,41.72541716,POINT (2.057173474 41.72541716)
081385,08138,Moià,42,Moianès,08,Barcelona,Comarques Centrals,2019,0,0,2.096923027,41.81286912,POINT (2.096923027 41.81286912)
082397,08239,Sant Quirze Safaja,42,Moianès,08,Barcelona,Comarques Centrals,2016,0,0,2.153080364,41.72730742,POINT (2.153080364 41.72730742)
431726,43172,Vilaverd,16,Conca de Barberà,43,Tarragona,Camp de Tarragona,2007,0,0,1.177353406,41.33686977,POINT (1.177353406 41.33686977)
170656,17065,Esponellà,28,Pla de l'Estany,17,Girona,Comarques Gironines,2011,0,0,2.797006406,42.17735796,POINT (2.797006406 42.17735796)
170669,17066,Figueres,02,Alt Empordà,17,Girona,Comarques Gironines,2016,0,0,2.960886614,42.2672096,POINT (2.960886614 42.2672096)
082286,08228,Sant Martí Sesgueioles,06,Anoia,08,Barcelona,Comarques Centrals,2019,0,0,1.488163253,41.7020122,POINT (1.488163253 41.7020122)
170366,17036,Campdevànol,31,Ripollès,17,Girona,Comarques Gironines,2002,0,0,2.168005107,42.22340907,POINT (2.168005107 42.22340907)
080543,08054,Castellbisbal,40,Vallès Occidental,08,Barcelona,Metropolità,2014,0,0,1.981226635,41.47487524,POINT (1.981226635 41.47487524)
172266,17226,Vilamalla,02,Alt Empordà,17,Girona,Comarques Gironines,2002,0,0,2.970718914,42.21719177,POINT (2.970718914 42.21719177)
082917,08291,Vacarisses,40,Vallès Occidental,08,Barcelona,Metropolità,2015,0,0,1.918781001,41.60593686,POINT (1.918781001 41.60593686)
171306,17130,"Pera, la",10,Baix Empordà,17,Girona,Comarques Gironines,2016,0,0,2.973590405,42.02049633,POINT (2.973590405 42.02049633)
171864,17186,Sarrià de Ter,20,Gironès,17,Girona,Comarques Gironines,2013,0,0,2.825219512,42.01709275,POINT (2.825219512 42.01709275)
080752,08075,Dosrius,21,Maresme,08,Barcelona,Metropolità,2009,0,0,2.405853754,41.59467541,POINT (2.405853754 41.59467541)
171925,17192,Setcases,31,Ripollès,17,Girona,Comarques Gironines,2016,0,0,2.30136792,42.37496369,POINT (2.30136792 42.37496369)
081831,08183,Roda de Ter,24,Osona,08,Barcelona,Comarques Centrals,2002,0,0,2.309491592,41.98080557,POINT (2.309491592 41.98080557)
250077,25007,Albatàrrec,33,Segrià,25,Lleida,Ponent,2012,0,0,0.605376149,41.57307862,POINT (0.605376149 41.57307862)
430347,43034,Bràfim,01,Alt Camp,43,Tarragona,Camp de Tarragona,2017,0,0,1.341136631,41.26873802,POINT (1.341136631 41.26873802)
171349,17134,Planoles,31,Ripollès,17,Girona,Comarques Gironines,2019,0,0,2.103610131,42.31634679,POINT (2.103610131 42.31634679)
430108,43010,Alió,01,Alt Camp,43,Tarragona,Camp de Tarragona,2017,0,0,1.306398395,41.29512621,POINT (1.306398395 41.29512621)
171668,17166,Sant Jordi Desvalls,20,Gironès,17,Girona,Comarques Gironines,2010,0,0,2.953539082,42.07208893,POINT (2.953539082 42.07208893)
251977,25197,Sant Guim de la Plana,32,Segarra,25,Lleida,Ponent,2023,0,0,1.324595827,41.76301707,POINT (1.324595827 41.76301707)
081311,08131,Montesquiu,24,Osona,08,Barcelona,Comarques Centrals,2009,0,0,2.209866277,42.10989357,POINT (2.209866277 42.10989357)
171946,17194,Susqueda,34,Selva,17,Girona,Comarques Gironines,2010,0,0,2.546874149,42.01414038,POINT (2.546874149 42.01414038)
250674,25067,Castelldans,18,Garrigues,25,Lleida,Ponent,2003,0,0,0.765325275,41.49661329,POINT (0.765325275 41.49661329)
170524,17052,Siurana,02,Alt Empordà,17,Girona,Comarques Gironines,2008,0,0,2.99449618,42.20934742,POINT (2.99449618 42.20934742)
430424,43042,Castellvell del Camp,08,Baix Camp,43,Tarragona,Camp de Tarragona,2009,0,0,1.096907219,41.18055339,POINT (1.096907219 41.18055339)
080620,08062,Castellnou de Bages,07,Bages,08,Barcelona,Comarques Centrals,2008,0,0,1.836910755,41.8341297,POINT (1.836910755 41.8341297)
251945,25194,Sant Ramon,32,Segarra,25,Lleida,Ponent,2023,0,0,1.358975924,41.72461029,POINT (1.358975924 41.72461029)
259084,25908,Fígols i Alinyà,04,Alt Urgell,25,Lleida,Alt Pirineu i Aran,2019,0,0,1.340241294,42.2027292,POINT (1.340241294 42.2027292)
251044,25104,Granyena de Segarra,32,Segarra,25,Lleida,Ponent,2022,0,0,1.246309237,41.62357853,POINT (1.246309237 41.62357853)
431732,43173,"Vilella Alta, la",29,Priorat,43,Tarragona,Camp de Tarragona,2022,0,0,0.781334275,41.22464309,POINT (0.781334275 41.22464309)
430424,43042,Castellvell del Camp,08,Baix Camp,43,Tarragona,Camp de Tarragona,2023,0,0,1.096907219,41.18055339,POINT (1.096907219 41.18055339)
430770,43077,Mas de Barberans,22,Montsià,43,Tarragona,Terres de l'Ebre,2012,0,0,0.37387819,40.73566675,POINT (0.37387819 40.73566675)
430167,43016,"Arboç, l'",12,Baix Penedès,43,Tarragona,Penedès,2003,88,16,1.603603923,41.26750259,POINT (1.603603923 41.26750259)
250138,25013,Alfarràs,33,Segrià,25,Lleida,Ponent,2008,24,0,0.56965673,41.82999269,POINT (0.56965673 41.82999269)
431418,43141,Pontils,16,Conca de Barberà,43,Tarragona,Camp de Tarragona,2003,0,0,1.387396068,41.47752473,POINT (1.387396068 41.47752473)
080790,08079,"Estany, l'",42,Moianès,08,Barcelona,Comarques Centrals,2023,0,0,2.112454961,41.86860715,POINT (2.112454961 41.86860715)
170255,17025,Bordils,20,Gironès,17,Girona,Comarques Gironines,2006,0,0,2.911498031,42.04404495,POINT (2.911498031 42.04404495)
080706,08070,Collsuspina,42,Moianès,08,Barcelona,Comarques Centrals,2016,0,0,2.175314238,41.82579764,POINT (2.175314238 41.82579764)
430799,43079,Masllorenç,12,Baix Penedès,43,Tarragona,Penedès,2008,0,0,1.415351919,41.26962478,POINT (1.415351919 41.26962478)
251018,25101,"Granadella, la",18,Garrigues,25,Lleida,Ponent,2021,0,0,0.665377869,41.35522766,POINT (0.665377869 41.35522766)
082384,08238,Sant Quirze del Vallès,40,Vallès Occidental,08,Barcelona,Metropolità,2021,0,0,2.080999131,41.53283954,POINT (2.080999131 41.53283954)
252347,25234,Tremp,25,Pallars Jussà,25,Lleida,Alt Pirineu i Aran,2014,0,0,0.895896972,42.16691811,POINT (0.895896972 42.16691811)
081419,08141,Navàs,07,Bages,08,Barcelona,Comarques Centrals,2017,0,0,1.879336762,41.89984083,POINT (1.879336762 41.89984083)
082861,08286,"Torre de Claramunt, la",06,Anoia,08,Barcelona,Penedès,2014,0,0,1.658209642,41.5335756,POINT (1.658209642 41.5335756)
431286,43128,Riudecols,08,Baix Camp,43,Tarragona,Camp de Tarragona,2012,0,0,0.97625381,41.16886235,POINT (0.9762538 41.16886235)
171194,17119,Palau de Santa Eulàlia,02,Alt Empordà,17,Girona,Comarques Gironines,2011,0,0,2.964362863,42.17354183,POINT (2.964362863 42.17354183)
082114,08211,Sant Feliu de Llobregat,11,Baix Llobregat,08,Barcelona,Metropolità,2008,170,104,2.046230144,41.38195325,POINT (2.046230144 41.38195325)
250432,25043,"Vall de Boí, la",05,Alta Ribagorça,25,Lleida,Alt Pirineu i Aran,2002,0,0,0.800461177,42.50458673,POINT (0.800461177 42.50458673)
252206,25220,Térmens,23,Noguera,25,Lleida,Ponent,2017,0,0,0.760492054,41.71760607,POINT (0.760492054 41.71760607)
431628,43162,Vandellòs i l'Hospitalet de l'Infant,08,Baix Camp,43,Tarragona,Camp de Tarragona,2003,0,0,0.831528354,41.01992442,POINT (0.831528354 41.01992442)
250220,25022,Alòs de Balaguer,23,Noguera,25,Lleida,Ponent,2003,0,0,0.960531325,41.91258932,POINT (0.960531325 41.91258932)
439023,43902,Sant Jaume d'Enveja,22,Montsià,43,Tarragona,Terres de l'Ebre,2012,0,0,0.717018049,40.70504003,POINT (0.717018049 40.70504003)
170221,17022,"Bisbal d'Empordà, la",10,Baix Empordà,17,Girona,Comarques Gironines,2022,0,1,3.038149687,41.95930116,POINT (3.038149687 41.95930116)
250349,25034,Artesa de Segre,23,Noguera,25,Lleida,Ponent,2019,0,0,1.045473965,41.89543837,POINT (1.045473965 41.89543837)
081635,08163,Pineda de Mar,21,Maresme,08,Barcelona,Metropolità,2008,0,0,2.689529503,41.62752246,POINT (2.689529503 41.62752246)
082495,08249,Santa Fe del Penedès,03,Alt Penedès,08,Barcelona,Penedès,2016,0,0,1.721265848,41.38445001,POINT (1.721265848 41.38445001)
252192,25219,Tarroja de Segarra,32,Segarra,25,Lleida,Ponent,2010,0,0,1.27654161,41.73048601,POINT (1.2765416 41.73048601)
251001,25100,Gósol,14,Berguedà,25,Lleida,Comarques Centrals,2006,0,0,1.660625117,42.23703837,POINT (1.660625117 42.23703837)
170890,17089,Llagostera,20,Gironès,17,Girona,Comarques Gironines,2016,0,0,2.891817464,41.82881009,POINT (2.891817464 41.82881009)
082384,08238,Sant Quirze del Vallès,40,Vallès Occidental,08,Barcelona,Metropolità,2014,0,43,2.080999131,41.53283954,POINT (2.080999131 41.53283954)
430995,43099,"Palma d'Ebre, la",30,Ribera d'Ebre,43,Tarragona,Terres de l'Ebre,2019,0,0,0.665882597,41.28250815,POINT (0.665882597 41.28250815)
172288,17228,Vilanant,02,Alt Empordà,17,Girona,Comarques Gironines,2021,0,0,2.889153626,42.25500164,POINT (2.889153626 42.25500164)
080235,08023,Bigues i Riells del Fai,41,Vallès Oriental,08,Barcelona,Metropolità,2019,0,0,2.208271917,41.67932227,POINT (2.208271917 41.67932227)
