Codi IDESCAT,Codi INE,Municipi,Codi Comarca 2023,Comarca 2023,Codi Província,Província,Àmbit funcional,Any,Iniciats HPO,Acabats HPO,Longitud Municipi,Latitud Municipi,Georeferència Municipi
250349,25034,Artesa de Segre,23,Noguera,25,Lleida,Ponent,2006,23,0,1.045473965,41.89543837,POINT (1.045473965 41.89543837)
081918,08191,Sallent,07,Bages,08,Barcelona,Comarques Centrals,2012,3,3,1.894674687,41.82406284,POINT (1.894674687 41.82406284)
170669,17066,Figueres,02,Alt Empordà,17,Girona,Comarques Gironines,2005,133,48,2.960886614,42.2672096,POINT (2.960886614 42.2672096)
080517,08051,Castellar del Vallès,40,Vallès Occidental,08,Barcelona,Metropolità,2004,37,0,2.087635113,41.61855701,POINT (2.087635113 41.61855701)
172266,17226,Vilamalla,02,Alt Empordà,17,Girona,Comarques Gironines,2012,0,14,2.970718914,42.21719177,POINT (2.970718914 42.21719177)
171637,17163,Sant Gregori,20,Gironès,17,Girona,Comarques Gironines,2008,48,0,2.759594318,41.99032564,POINT (2.759594318 41.99032564)
081803,08180,Ripollet,40,Vallès Occidental,08,Barcelona,Metropolità,2009,172,0,2.15349201,41.49650163,POINT (2.15349201 41.49650163)
171143,17114,Olot,19,Garrotxa,17,Girona,Comarques Gironines,2008,52,0,2.484354623,42.18318266,POINT (2.484354623 42.18318266)
081960,08196,Sant Andreu de la Barca,11,Baix Llobregat,08,Barcelona,Metropolità,2006,0,162,1.971403604,41.44999966,POINT (1.971403604 41.44999966)
082055,08205,Sant Cugat del Vallès,40,Vallès Occidental,08,Barcelona,Metropolità,2020,11,2,2.082391608,41.46985344,POINT (2.082391608 41.46985344)
081803,08180,Ripollet,40,Vallès Occidental,08,Barcelona,Metropolità,2008,128,0,2.15349201,41.49650163,POINT (2.15349201 41.49650163)
252056,25205,Sidamon,27,Pla d'Urgell,25,Lleida,Ponent,2003,0,4,0.832211886,41.6286088,POINT (0.832211886 41.6286088)
081017,08101,"Hospitalet de Llobregat, l'",13,Barcelonès,08,Barcelona,Metropolità,2017,68,312,2.099712098,41.35945967,POINT (2.099712098 41.35945967)
081555,08155,Palafolls,21,Maresme,08,Barcelona,Metropolità,2010,38,0,2.749412882,41.667246,POINT (2.749412882 41.667246)
081136,08113,Manresa,07,Bages,08,Barcelona,Comarques Centrals,2009,12,14,1.826928753,41.72305529,POINT (1.826928753 41.72305529)
080945,08094,"Granada, la",03,Alt Penedès,08,Barcelona,Penedès,2005,0,74,1.719478586,41.37688207,POINT (1.719478586 41.37688207)
250729,25072,Cervera,32,Segarra,25,Lleida,Ponent,2008,0,24,1.27125747,41.66580832,POINT (1.27125747 41.66580832)
082460,08246,Santa Eugènia de Berga,24,Osona,08,Barcelona,Comarques Centrals,2009,0,18,2.283148117,41.90035853,POINT (2.283148117 41.90035853)
081000,08100,Gurb,24,Osona,08,Barcelona,Comarques Centrals,2007,16,0,2.243276016,41.94048906,POINT (2.243276016 41.94048906)
250582,25058,"Borges Blanques, les",18,Garrigues,25,Lleida,Ponent,2008,16,0,0.86916301,41.5206285,POINT (0.86916301 41.5206285)
080109,08010,Artés,07,Bages,08,Barcelona,Comarques Centrals,2009,0,23,1.95486944,41.79813699,POINT (1.95486944 41.79813699)
251728,25172,Ponts,23,Noguera,25,Lleida,Ponent,2003,22,22,1.186369339,41.91533392,POINT (1.186369339 41.91533392)
251370,25137,Mollerussa,27,Pla d'Urgell,25,Lleida,Ponent,2002,14,20,0.894030377,41.62981069,POINT (0.894030377 41.62981069)
081878,08187,Sabadell,40,Vallès Occidental,08,Barcelona,Metropolità,2008,435,241,2.108551925,41.54637803,POINT (2.108551925 41.54637803)
252271,25227,"Torre de Cabdella, la",25,Pallars Jussà,25,Lleida,Alt Pirineu i Aran,2009,18,0,0.982329839,42.42193135,POINT (0.982329839 42.42193135)
082704,08270,Sitges,17,Garraf,08,Barcelona,Penedès,2022,0,105,1.811838248,41.23508519,POINT (1.811838248 41.23508519)
252081,25208,Soriguera,26,Pallars Sobirà,25,Lleida,Alt Pirineu i Aran,2008,1,0,1.161365174,42.37961756,POINT (1.161365174 42.37961756)
082798,08279,Terrassa,40,Vallès Occidental,08,Barcelona,Metropolità,2017,0,6,2.010294804,41.56295878,POINT (2.010294804 41.56295878)
082798,08279,Terrassa,40,Vallès Occidental,08,Barcelona,Metropolità,2016,0,2,2.010294804,41.56295878,POINT (2.010294804 41.56295878)
080193,08019,Barcelona,13,Barcelonès,08,Barcelona,Metropolità,2002,1742,1336,2.177241106,41.38240539,POINT (2.177241106 41.38240539)
080734,08073,Cornellà de Llobregat,11,Baix Llobregat,08,Barcelona,Metropolità,2021,112,204,2.070159567,41.35517145,POINT (2.070159567 41.35517145)
081402,08140,Navarcles,07,Bages,08,Barcelona,Comarques Centrals,2004,14,0,1.903759781,41.75162689,POINT (1.903759781 41.75162689)
080155,08015,Badalona,13,Barcelonès,08,Barcelona,Metropolità,2010,365,83,2.247791638,41.45002603,POINT (2.247791638 41.45002603)
430167,43016,"Arboç, l'",12,Baix Penedès,43,Tarragona,Penedès,2005,0,16,1.603603923,41.26750259,POINT (1.603603923 41.26750259)
081234,08123,Molins de Rei,11,Baix Llobregat,08,Barcelona,Metropolità,2003,0,52,2.015962183,41.41359396,POINT (2.015962183 41.41359396)
081120,08112,Manlleu,24,Osona,08,Barcelona,Comarques Centrals,2005,0,30,2.283578064,41.9999391,POINT (2.283578064 41.9999391)
082457,08245,Santa Coloma de Gramenet,13,Barcelonès,08,Barcelona,Metropolità,2011,120,121,2.207934468,41.45214935,POINT (2.207934468 41.45214935)
082140,08214,Vilassar de Dalt,21,Maresme,08,Barcelona,Metropolità,2018,5,0,2.359477069,41.51699079,POINT (2.359477069 41.51699079)
080569,08056,Castelldefels,11,Baix Llobregat,08,Barcelona,Metropolità,2004,0,50,1.976232924,41.28026946,POINT (1.976232924 41.28026946)
171143,17114,Olot,19,Garrotxa,17,Girona,Comarques Gironines,2010,0,52,2.484354623,42.18318266,POINT (2.484354623 42.18318266)
171117,17111,Navata,02,Alt Empordà,17,Girona,Comarques Gironines,2006,27,0,2.860538506,42.22374573,POINT (2.860538506 42.22374573)
083073,08307,Vilanova i la Geltrú,17,Garraf,08,Barcelona,Penedès,2002,35,0,1.726180234,41.22411114,POINT (1.726180234 41.22411114)
081568,08156,Palau-solità i Plegamans,40,Vallès Occidental,08,Barcelona,Metropolità,2021,3,0,2.178421008,41.58754343,POINT (2.178421008 41.58754343)
252154,25215,Talarn,25,Pallars Jussà,25,Lleida,Alt Pirineu i Aran,2005,1,0,0.899943075,42.18585502,POINT (0.899943075 42.18585502)
170486,17048,Castell-Platja d'Aro,10,Baix Empordà,17,Girona,Comarques Gironines,2003,22,0,3.067081286,41.81744775,POINT (3.067081286 41.81744775)
171175,17117,Palafrugell,10,Baix Empordà,17,Girona,Comarques Gironines,2023,0,1,3.164065976,41.91495458,POINT (3.164065976 41.91495458)
083015,08301,Viladecans,11,Baix Llobregat,08,Barcelona,Metropolità,2019,0,27,2.019652409,41.31589677,POINT (2.019652409 41.31589677)
431093,43109,"Pobla de Mafumet, la",36,Tarragonès,43,Tarragona,Camp de Tarragona,2008,0,56,1.209284685,41.18758866,POINT (1.209284685 41.18758866)
081213,08121,Mataró,21,Maresme,08,Barcelona,Metropolità,2023,0,91,2.444896864,41.5398099,POINT (2.444896864 41.5398099)
430607,43060,Flix,30,Ribera d'Ebre,43,Tarragona,Terres de l'Ebre,2008,15,0,0.549946451,41.23128181,POINT (0.549946451 41.23128181)
250371,25037,"Avellanes i Santa Linya, les",23,Noguera,25,Lleida,Ponent,2009,12,0,0.764299568,41.90810962,POINT (0.764299568 41.90810962)
251517,25151,Olius,35,Solsonès,25,Lleida,Comarques Centrals,2006,0,1,1.556913968,41.97734627,POINT (1.556913968 41.97734627)
252430,25243,Vielha e Mijaran,39,Val d'Aran,25,Lleida,Alt Pirineu i Aran,2010,0,14,0.795126455,42.70191316,POINT (0.795126455 42.70191316)
081022,08102,Igualada,06,Anoia,08,Barcelona,Penedès,2021,12,0,1.617581375,41.57871621,POINT (1.617581375 41.57871621)
431233,43123,Reus,08,Baix Camp,43,Tarragona,Camp de Tarragona,2006,229,102,1.108491969,41.15501639,POINT (1.108491969 41.15501639)
082520,08252,Barberà del Vallès,40,Vallès Occidental,08,Barcelona,Metropolità,2006,0,96,2.124669407,41.51579636,POINT (2.124669407 41.51579636)
170123,17012,Avinyonet de Puigventós,02,Alt Empordà,17,Girona,Comarques Gironines,2002,0,1,2.915250376,42.2493678,POINT (2.915250376 42.2493678)
080039,08003,Alella,21,Maresme,08,Barcelona,Metropolità,2003,16,0,2.295144857,41.49384008,POINT (2.295144857 41.49384008)
080057,08005,"Ametlla del Vallès, l'",41,Vallès Oriental,08,Barcelona,Metropolità,2008,30,0,2.261520529,41.66939188,POINT (2.261520529 41.66939188)
082845,08284,Tordera,21,Maresme,08,Barcelona,Metropolità,2021,0,1,2.718763122,41.69902461,POINT (2.718763122 41.69902461)
082384,08238,Sant Quirze del Vallès,40,Vallès Occidental,08,Barcelona,Metropolità,2008,79,0,2.080999131,41.53283954,POINT (2.080999131 41.53283954)
251713,25171,"Pobla de Segur, la",25,Pallars Jussà,25,Lleida,Alt Pirineu i Aran,2004,48,0,0.969082431,42.24995562,POINT (0.969082431 42.24995562)
430167,43016,"Arboç, l'",12,Baix Penedès,43,Tarragona,Penedès,2004,0,72,1.603603923,41.26750259,POINT (1.603603923 41.26750259)
439039,43903,Camarles,09,Baix Ebre,43,Tarragona,Terres de l'Ebre,2023,0,1,0.671407425,40.77191372,POINT (0.671407425 40.77191372)
081878,08187,Sabadell,40,Vallès Occidental,08,Barcelona,Metropolità,2003,617,578,2.108551925,41.54637803,POINT (2.108551925 41.54637803)
082858,08285,Torelló,24,Osona,08,Barcelona,Comarques Centrals,2010,12,84,2.260585184,42.04713193,POINT (2.260585184 42.04713193)
081075,08107,Lliçà d'Amunt,41,Vallès Oriental,08,Barcelona,Metropolità,2008,96,0,2.239433257,41.60846679,POINT (2.239433257 41.60846679)
080615,08061,Castellgalí,07,Bages,08,Barcelona,Comarques Centrals,2009,24,0,1.838589454,41.67520948,POINT (1.838589454 41.67520948)
170792,17079,Girona,20,Gironès,17,Girona,Comarques Gironines,2008,100,109,2.824865628,41.98315544,POINT (2.824865628 41.98315544)
080018,08001,Abrera,11,Baix Llobregat,08,Barcelona,Metropolità,2009,68,0,1.902237925,41.5162579,POINT (1.902237925 41.5162579)
171609,17160,Sant Feliu de Guíxols,10,Baix Empordà,17,Girona,Comarques Gironines,2002,0,1,3.028398912,41.7804477,POINT (3.028398912 41.7804477)
082785,08278,Taradell,24,Osona,08,Barcelona,Comarques Centrals,2005,0,21,2.286813911,41.87381066,POINT (2.286813911 41.87381066)
172214,17221,Vilafant,02,Alt Empordà,17,Girona,Comarques Gironines,2011,0,8,2.937795096,42.24663345,POINT (2.937795096 42.24663345)
081189,08118,"Masnou, el",21,Maresme,08,Barcelona,Metropolità,2020,40,0,2.319018119,41.47916172,POINT (2.319018119 41.47916172)
250254,25025,Naut Aran,39,Val d'Aran,25,Lleida,Alt Pirineu i Aran,2003,0,18,0.902445048,42.70719246,POINT (0.902445048 42.70719246)
430672,43067,Ginestar,30,Ribera d'Ebre,43,Tarragona,Terres de l'Ebre,2003,1,0,0.633663591,41.04181481,POINT (0.633663591 41.04181481)
083015,08301,Viladecans,11,Baix Llobregat,08,Barcelona,Metropolità,2020,282,62,2.019652409,41.31589677,POINT (2.019652409 41.31589677)
080018,08001,Abrera,11,Baix Llobregat,08,Barcelona,Metropolità,2008,284,0,1.902237925,41.5162579,POINT (1.902237925 41.5162579)
080155,08015,Badalona,13,Barcelonès,08,Barcelona,Metropolità,2009,56,107,2.247791638,41.45002603,POINT (2.247791638 41.45002603)
171411,17141,Puigcerdà,15,Cerdanya,17,Girona,Alt Pirineu i Aran,2009,6,4,1.926947695,42.43263033,POINT (1.926947695 42.43263033)
081120,08112,Manlleu,24,Osona,08,Barcelona,Comarques Centrals,2010,10,10,2.283578064,41.9999391,POINT (2.283578064 41.9999391)
172121,17212,Vidrà,24,Osona,17,Girona,Comarques Centrals,2003,8,0,2.309780855,42.12273222,POINT (2.309780855 42.12273222)
171143,17114,Olot,19,Garrotxa,17,Girona,Comarques Gironines,2002,80,55,2.484354623,42.18318266,POINT (2.484354623 42.18318266)
251728,25172,Ponts,23,Noguera,25,Lleida,Ponent,2008,8,1,1.186369339,41.91533392,POINT (1.186369339 41.91533392)
252287,25228,Torrefarrera,33,Segrià,25,Lleida,Ponent,2002,11,0,0.607077676,41.67308438,POINT (0.607077676 41.67308438)
082212,08221,Sant Just Desvern,11,Baix Llobregat,08,Barcelona,Metropolità,2019,39,72,2.075560984,41.38572828,POINT (2.075560984 41.38572828)
170792,17079,Girona,20,Gironès,17,Girona,Comarques Gironines,2011,0,70,2.824865628,41.98315544,POINT (2.824865628 41.98315544)
431634,43163,"Vendrell, el",12,Baix Penedès,43,Tarragona,Penedès,2003,14,30,1.53509551,41.22012232,POINT (1.53509551 41.22012232)
171175,17117,Palafrugell,10,Baix Empordà,17,Girona,Comarques Gironines,2006,130,0,3.164065976,41.91495458,POINT (3.164065976 41.91495458)
171674,17167,Sant Joan de les Abadesses,31,Ripollès,17,Girona,Comarques Gironines,2002,6,0,2.284830772,42.23280805,POINT (2.284830772 42.23280805)
081265,08126,Montgat,21,Maresme,08,Barcelona,Metropolità,2017,62,70,2.278681615,41.4669452,POINT (2.278681615 41.4669452)
171557,17155,Salt,20,Gironès,17,Girona,Comarques Gironines,2006,34,25,2.792056075,41.97505395,POINT (2.792056075 41.97505395)
081017,08101,"Hospitalet de Llobregat, l'",13,Barcelonès,08,Barcelona,Metropolità,2019,229,156,2.099712098,41.35945967,POINT (2.099712098 41.35945967)
080039,08003,Alella,21,Maresme,08,Barcelona,Metropolità,2007,61,0,2.295144857,41.49384008,POINT (2.295144857 41.49384008)
081672,08167,Polinyà,40,Vallès Occidental,08,Barcelona,Metropolità,2023,26,0,2.156245284,41.55760939,POINT (2.156245284 41.55760939)
081022,08102,Igualada,06,Anoia,08,Barcelona,Penedès,2005,99,56,1.617581375,41.57871621,POINT (1.617581375 41.57871621)
250582,25058,"Borges Blanques, les",18,Garrigues,25,Lleida,Ponent,2010,0,49,0.86916301,41.5206285,POINT (0.86916301 41.5206285)
251713,25171,"Pobla de Segur, la",25,Pallars Jussà,25,Lleida,Alt Pirineu i Aran,2002,48,0,0.969082431,42.24995562,POINT (0.969082431 42.24995562)
251207,25120,Lleida,33,Segrià,25,Lleida,Ponent,2004,140,127,0.626842574,41.61473059,POINT (0.626842574 41.61473059)
080771,08077,Esplugues de Llobregat,11,Baix Llobregat,08,Barcelona,Metropolità,2011,17,0,2.087992375,41.37769777,POINT (2.087992375 41.37769777)
082172,08217,Sant Joan Despí,11,Baix Llobregat,08,Barcelona,Metropolità,2023,133,0,2.054954782,41.36782167,POINT (2.054954782 41.36782167)
080863,08086,"Franqueses del Vallès, les",41,Vallès Oriental,08,Barcelona,Metropolità,2003,26,24,2.297161105,41.63630673,POINT (2.297161105 41.63630673)
439018,43901,Deltebre,09,Baix Ebre,43,Tarragona,Terres de l'Ebre,2008,0,22,0.722777588,40.71960517,POINT (0.722777588 40.71960517)
080168,08016,Bagà,14,Berguedà,08,Barcelona,Comarques Centrals,2009,0,24,1.86260099,42.25285297,POINT (1.86260099 42.25285297)
082114,08211,Sant Feliu de Llobregat,11,Baix Llobregat,08,Barcelona,Metropolità,2010,0,80,2.046230144,41.38195325,POINT (2.046230144 41.38195325)
083015,08301,Viladecans,11,Baix Llobregat,08,Barcelona,Metropolità,2021,230,0,2.019652409,41.31589677,POINT (2.019652409 41.31589677)
171864,17186,Sarrià de Ter,20,Gironès,17,Girona,Comarques Gironines,2010,0,22,2.825219512,42.01709275,POINT (2.825219512 42.01709275)
081960,08196,Sant Andreu de la Barca,11,Baix Llobregat,08,Barcelona,Metropolità,2009,0,33,1.971403604,41.44999966,POINT (1.971403604 41.44999966)
171208,17120,Palau-saverdera,02,Alt Empordà,17,Girona,Comarques Gironines,2006,25,0,3.14812057,42.30735638,POINT (3.14812057 42.30735638)
431482,43148,Tarragona,36,Tarragonès,43,Tarragona,Camp de Tarragona,2011,0,251,1.254358212,41.11743424,POINT (1.254358212 41.11743424)
171805,17180,Santa Coloma de Farners,34,Selva,17,Girona,Comarques Gironines,2009,66,0,2.662775243,41.86149583,POINT (2.662775243 41.86149583)
430944,43094,Móra la Nova,30,Ribera d'Ebre,43,Tarragona,Terres de l'Ebre,2003,7,0,0.650840627,41.10014239,POINT (0.650840627 41.10014239)
081234,08123,Molins de Rei,11,Baix Llobregat,08,Barcelona,Metropolità,2011,0,39,2.015962183,41.41359396,POINT (2.015962183 41.41359396)
080018,08001,Abrera,11,Baix Llobregat,08,Barcelona,Metropolità,2013,0,20,1.902237925,41.5162579,POINT (1.902237925 41.5162579)
251370,25137,Mollerussa,27,Pla d'Urgell,25,Lleida,Ponent,2022,0,1,0.894030377,41.62981069,POINT (0.894030377 41.62981069)
250962,25096,"Fuliola, la",38,Urgell,25,Lleida,Ponent,2009,5,0,1.019023032,41.71456032,POINT (1.019023032 41.71456032)
171143,17114,Olot,19,Garrotxa,17,Girona,Comarques Gironines,2011,23,0,2.484354623,42.18318266,POINT (2.484354623 42.18318266)
252252,25225,Tornabous,38,Urgell,25,Lleida,Ponent,2023,0,26,1.05285368,41.70153249,POINT (1.05285368 41.70153249)
171143,17114,Olot,19,Garrotxa,17,Girona,Comarques Gironines,2009,57,21,2.484354623,42.18318266,POINT (2.484354623 42.18318266)
250122,25012,Alcoletge,33,Segrià,25,Lleida,Ponent,2009,76,0,0.694256215,41.6470102,POINT (0.694256215 41.6470102)
251370,25137,Mollerussa,27,Pla d'Urgell,25,Lleida,Ponent,2003,40,3,0.894030377,41.62981069,POINT (0.894030377 41.62981069)
080425,08042,Cànoves i Samalús,41,Vallès Oriental,08,Barcelona,Metropolità,2006,7,10,2.352943715,41.69391937,POINT (2.352943715 41.69391937)
082310,08231,Sant Pere de Ribes,17,Garraf,08,Barcelona,Penedès,2003,47,0,1.772114573,41.26230332,POINT (1.772114573 41.26230332)
081017,08101,"Hospitalet de Llobregat, l'",13,Barcelonès,08,Barcelona,Metropolità,2003,131,144,2.099712098,41.35945967,POINT (2.099712098 41.35945967)
170062,17006,Alp,15,Cerdanya,17,Girona,Alt Pirineu i Aran,2008,12,0,1.887513138,42.37349819,POINT (1.887513138 42.37349819)
170221,17022,"Bisbal d'Empordà, la",10,Baix Empordà,17,Girona,Comarques Gironines,2008,0,47,3.038149687,41.95930116,POINT (3.038149687 41.95930116)
430043,43004,Alcanar,22,Montsià,43,Tarragona,Terres de l'Ebre,2004,19,38,0.481966932,40.5428638,POINT (0.481966932 40.5428638)
081982,08198,Sant Antoni de Vilamajor,41,Vallès Oriental,08,Barcelona,Metropolità,2005,2,0,2.400660571,41.67356956,POINT (2.400660571 41.67356956)
080734,08073,Cornellà de Llobregat,11,Baix Llobregat,08,Barcelona,Metropolità,2006,66,63,2.070159567,41.35517145,POINT (2.070159567 41.35517145)
082205,08220,Sant Julià de Vilatorta,24,Osona,08,Barcelona,Comarques Centrals,2002,32,0,2.324497728,41.92229554,POINT (2.324497728 41.92229554)
080193,08019,Barcelona,13,Barcelonès,08,Barcelona,Metropolità,2006,1442,898,2.177241106,41.38240539,POINT (2.177241106 41.38240539)
251109,25110,Guissona,32,Segarra,25,Lleida,Ponent,2010,32,120,1.288303003,41.78464838,POINT (1.288303003 41.78464838)
080180,08018,Balsareny,07,Bages,08,Barcelona,Comarques Centrals,2005,0,32,1.876819518,41.86321312,POINT (1.876819518 41.86321312)
080863,08086,"Franqueses del Vallès, les",41,Vallès Oriental,08,Barcelona,Metropolità,2022,0,8,2.297161105,41.63630673,POINT (2.297161105 41.63630673)
081944,08194,Sant Adrià de Besòs,13,Barcelonès,08,Barcelona,Metropolità,2010,90,164,2.217787409,41.43006742,POINT (2.217787409 41.43006742)
082021,08202,Sant Celoni,41,Vallès Oriental,08,Barcelona,Metropolità,2008,0,60,2.49251912,41.68996299,POINT (2.49251912 41.68996299)
251734,25173,"Pont de Suert, el",05,Alta Ribagorça,25,Lleida,Alt Pirineu i Aran,2010,3,0,0.740819954,42.40773167,POINT (0.740819954 42.40773167)
081141,08114,Martorell,11,Baix Llobregat,08,Barcelona,Metropolità,2023,35,260,1.930730461,41.4743361,POINT (1.930730461 41.4743361)
080155,08015,Badalona,13,Barcelonès,08,Barcelona,Metropolità,2014,179,2,2.247791638,41.45002603,POINT (2.247791638 41.45002603)
252075,25207,Solsona,35,Solsonès,25,Lleida,Comarques Centrals,2004,1,45,1.517179245,41.99466233,POINT (1.517179245 41.99466233)
081350,08135,Montmeló,41,Vallès Oriental,08,Barcelona,Metropolità,2008,0,24,2.247898536,41.55151721,POINT (2.247898536 41.55151721)
439057,43905,Salou,36,Tarragonès,43,Tarragona,Camp de Tarragona,2009,117,158,1.133565772,41.08117674,POINT (1.133565772 41.08117674)
082172,08217,Sant Joan Despí,11,Baix Llobregat,08,Barcelona,Metropolità,2009,44,117,2.054954782,41.36782167,POINT (2.054954782 41.36782167)
082981,08298,Vic,24,Osona,08,Barcelona,Comarques Centrals,2004,200,52,2.254264193,41.92996761,POINT (2.254264193 41.92996761)
431397,43139,Santa Coloma de Queralt,16,Conca de Barberà,43,Tarragona,Camp de Tarragona,2010,0,2,1.38330159,41.53238304,POINT (1.38330159 41.53238304)
431080,43108,"Pla de Santa Maria, el",01,Alt Camp,43,Tarragona,Camp de Tarragona,2006,35,0,1.288826246,41.36535634,POINT (1.288826246 41.36535634)
170792,17079,Girona,20,Gironès,17,Girona,Comarques Gironines,2003,16,42,2.824865628,41.98315544,POINT (2.824865628 41.98315544)
081944,08194,Sant Adrià de Besòs,13,Barcelonès,08,Barcelona,Metropolità,2012,2,424,2.217787409,41.43006742,POINT (2.217787409 41.43006742)
081691,08169,"Prat de Llobregat, el",11,Baix Llobregat,08,Barcelona,Metropolità,2004,0,69,2.093044846,41.33073627,POINT (2.093044846 41.33073627)
430332,43033,Botarell,08,Baix Camp,43,Tarragona,Camp de Tarragona,2008,3,0,0.988701528,41.13618814,POINT (0.988701528 41.13618814)
081672,08167,Polinyà,40,Vallès Occidental,08,Barcelona,Metropolità,2016,16,0,2.156245284,41.55760939,POINT (2.156245284 41.55760939)
082824,08282,Tiana,21,Maresme,08,Barcelona,Metropolità,2009,0,52,2.269019357,41.48172848,POINT (2.269019357 41.48172848)
251641,25164,Penelles,23,Noguera,25,Lleida,Ponent,2010,9,0,0.965598414,41.75797244,POINT (0.965598414 41.75797244)
171851,17185,Sant Joan les Fonts,19,Garrotxa,17,Girona,Comarques Gironines,2009,0,27,2.511051067,42.21265049,POINT (2.511051067 42.21265049)
171693,17169,Sant Julià de Ramis,20,Gironès,17,Girona,Comarques Gironines,2005,21,0,2.839385619,42.03465426,POINT (2.839385619 42.03465426)
082606,08260,Santa Perpètua de Mogoda,40,Vallès Occidental,08,Barcelona,Metropolità,2022,0,83,2.183444726,41.53457583,POINT (2.183444726 41.53457583)
082114,08211,Sant Feliu de Llobregat,11,Baix Llobregat,08,Barcelona,Metropolità,2017,9,0,2.046230144,41.38195325,POINT (2.046230144 41.38195325)
171143,17114,Olot,19,Garrotxa,17,Girona,Comarques Gironines,2007,10,3,2.484354623,42.18318266,POINT (2.484354623 42.18318266)
080193,08019,Barcelona,13,Barcelonès,08,Barcelona,Metropolità,2010,893,944,2.177241106,41.38240539,POINT (2.177241106 41.38240539)
081477,08147,Olesa de Montserrat,11,Baix Llobregat,08,Barcelona,Metropolità,2004,19,0,1.893900541,41.54350594,POINT (1.893900541 41.54350594)
081878,08187,Sabadell,40,Vallès Occidental,08,Barcelona,Metropolità,2012,102,618,2.108551925,41.54637803,POINT (2.108551925 41.54637803)
082135,08213,Sant Fruitós de Bages,07,Bages,08,Barcelona,Comarques Centrals,2006,56,57,1.87327387,41.75067462,POINT (1.87327387 41.75067462)
171334,17133,"Planes d'Hostoles, les",19,Garrotxa,17,Girona,Comarques Gironines,2005,0,6,2.536909351,42.05593631,POINT (2.536909351 42.05593631)
082303,08230,Premià de Dalt,21,Maresme,08,Barcelona,Metropolità,2011,0,20,2.34246115,41.50731101,POINT (2.34246115 41.50731101)
250349,25034,Artesa de Segre,23,Noguera,25,Lleida,Ponent,2008,23,0,1.045473965,41.89543837,POINT (1.045473965 41.89543837)
081213,08121,Mataró,21,Maresme,08,Barcelona,Metropolità,2019,30,12,2.444896864,41.5398099,POINT (2.444896864 41.5398099)
082172,08217,Sant Joan Despí,11,Baix Llobregat,08,Barcelona,Metropolità,2002,50,46,2.054954782,41.36782167,POINT (2.054954782 41.36782167)
081136,08113,Manresa,07,Bages,08,Barcelona,Comarques Centrals,2017,0,1,1.826928753,41.72305529,POINT (1.826928753 41.72305529)
080351,08035,Calella,21,Maresme,08,Barcelona,Metropolità,2022,0,11,2.65721784,41.61327142,POINT (2.65721784 41.61327142)
081402,08140,Navarcles,07,Bages,08,Barcelona,Comarques Centrals,2005,0,29,1.903759781,41.75162689,POINT (1.903759781 41.75162689)
251137,25113,Ivars d'Urgell,27,Pla d'Urgell,25,Lleida,Ponent,2009,10,0,0.98674138,41.68195747,POINT (0.98674138 41.68195747)
251207,25120,Lleida,33,Segrià,25,Lleida,Ponent,2022,0,6,0.626842574,41.61473059,POINT (0.626842574 41.61473059)
171387,17138,Portbou,02,Alt Empordà,17,Girona,Comarques Gironines,2002,11,0,3.16246997,42.42638049,POINT (3.16246997 42.42638049)
170157,17015,Banyoles,28,Pla de l'Estany,17,Girona,Comarques Gironines,2002,11,0,2.763796776,42.11639909,POINT (2.763796776 42.11639909)
250962,25096,"Fuliola, la",38,Urgell,25,Lleida,Ponent,2012,0,5,1.019023032,41.71456032,POINT (1.019023032 41.71456032)
081252,08125,Montcada i Reixac,40,Vallès Occidental,08,Barcelona,Metropolità,2004,200,0,2.187770377,41.48579566,POINT (2.187770377 41.48579566)
083073,08307,Vilanova i la Geltrú,17,Garraf,08,Barcelona,Penedès,2009,4,111,1.726180234,41.22411114,POINT (1.726180234 41.22411114)
082858,08285,Torelló,24,Osona,08,Barcelona,Comarques Centrals,2009,125,0,2.260585184,42.04713193,POINT (2.260585184 42.04713193)
081477,08147,Olesa de Montserrat,11,Baix Llobregat,08,Barcelona,Metropolità,2008,0,1,1.893900541,41.54350594,POINT (1.893900541 41.54350594)
082129,08212,Sant Feliu Sasserra,07,Bages,08,Barcelona,Comarques Centrals,2009,9,0,2.022486759,41.94481219,POINT (2.022486759 41.94481219)
170932,17093,Llers,02,Alt Empordà,17,Girona,Comarques Gironines,2011,13,0,2.911609249,42.29630565,POINT (2.911609249 42.29630565)
082520,08252,Barberà del Vallès,40,Vallès Occidental,08,Barcelona,Metropolità,2010,3,175,2.124669407,41.51579636,POINT (2.124669407 41.51579636)
172155,17215,Vilablareix,20,Gironès,17,Girona,Comarques Gironines,2009,46,24,2.794042045,41.95277439,POINT (2.794042045 41.95277439)
171181,17118,Palamós,10,Baix Empordà,17,Girona,Comarques Gironines,2010,0,1,3.129581349,41.84666081,POINT (3.129581349 41.84666081)
431188,43118,Pratdip,08,Baix Camp,43,Tarragona,Camp de Tarragona,2007,7,0,0.871294807,41.05117875,POINT (0.871294807 41.05117875)
080312,08031,Calaf,06,Anoia,08,Barcelona,Comarques Centrals,2002,21,21,1.511278933,41.73406648,POINT (1.511278933 41.73406648)
080734,08073,Cornellà de Llobregat,11,Baix Llobregat,08,Barcelona,Metropolità,2020,0,22,2.070159567,41.35517145,POINT (2.070159567 41.35517145)
