Codi IDESCAT,Codi INE,Municipi,Codi Comarca 2023,Comarca 2023,Codi Província,Província,Àmbit funcional,Any,Iniciats HPO,Acabats HPO,Longitud Municipi,Latitud Municipi,Georeferència Municipi
083020,08302,Vilanova del Camí,06,Anoia,08,Barcelona,Penedès,2004,16,0,1.634199238,41.57225855,POINT (1.634199238 41.57225855)
080193,08019,Barcelona,13,Barcelonès,08,Barcelona,Metropolità,2014,305,378,2.177241106,41.38240539,POINT (2.177241106 41.38240539)
080898,08089,Gavà,11,Baix Llobregat,08,Barcelona,Metropolità,2011,30,55,2.004774201,41.30611887,POINT (2.004774201 41.30611887)
250349,25034,Artesa de Segre,23,Noguera,25,Lleida,Ponent,2004,12,0,1.045473965,41.89543837,POINT (1.045473965 41.89543837)
250501,25050,Bellpuig,38,Urgell,25,Lleida,Ponent,2007,23,23,1.012110106,41.62565452,POINT (1.012110106 41.62565452)
170890,17089,Llagostera,20,Gironès,17,Girona,Comarques Gironines,2003,51,24,2.891817464,41.82881009,POINT (2.891817464 41.82881009)
439018,43901,Deltebre,09,Baix Ebre,43,Tarragona,Terres de l'Ebre,2009,119,0,0.722777588,40.71960517,POINT (0.722777588 40.71960517)
081141,08114,Martorell,11,Baix Llobregat,08,Barcelona,Metropolità,2021,260,0,1.930730461,41.4743361,POINT (1.930730461 41.4743361)
171609,17160,Sant Feliu de Guíxols,10,Baix Empordà,17,Girona,Comarques Gironines,2008,36,0,3.028398912,41.7804477,POINT (3.028398912 41.7804477)
171609,17160,Sant Feliu de Guíxols,10,Baix Empordà,17,Girona,Comarques Gironines,2010,0,18,3.028398912,41.7804477,POINT (3.028398912 41.7804477)
171637,17163,Sant Gregori,20,Gironès,17,Girona,Comarques Gironines,2006,9,0,2.759594318,41.99032564,POINT (2.759594318 41.99032564)
170221,17022,"Bisbal d'Empordà, la",10,Baix Empordà,17,Girona,Comarques Gironines,2009,0,28,3.038149687,41.95930116,POINT (3.038149687 41.95930116)
430385,43038,Cambrils,08,Baix Camp,43,Tarragona,Camp de Tarragona,2021,0,13,1.057802277,41.07103393,POINT (1.057802277 41.07103393)
082704,08270,Sitges,17,Garraf,08,Barcelona,Penedès,2012,15,36,1.811838248,41.23508519,POINT (1.811838248 41.23508519)
250292,25029,Arbeca,18,Garrigues,25,Lleida,Ponent,2010,3,2,0.924966081,41.54223831,POINT (0.924966081 41.54223831)
170669,17066,Figueres,02,Alt Empordà,17,Girona,Comarques Gironines,2009,63,87,2.960886614,42.2672096,POINT (2.960886614 42.2672096)
171143,17114,Olot,19,Garrotxa,17,Girona,Comarques Gironines,2003,56,150,2.484354623,42.18318266,POINT (2.484354623 42.18318266)
081593,08159,Parets del Vallès,41,Vallès Oriental,08,Barcelona,Metropolità,2005,44,0,2.233577244,41.57316553,POINT (2.233577244 41.57316553)
082704,08270,Sitges,17,Garraf,08,Barcelona,Penedès,2005,113,0,1.811838248,41.23508519,POINT (1.811838248 41.23508519)
081960,08196,Sant Andreu de la Barca,11,Baix Llobregat,08,Barcelona,Metropolità,2003,0,32,1.971403604,41.44999966,POINT (1.971403604 41.44999966)
082747,08274,Súria,07,Bages,08,Barcelona,Comarques Centrals,2005,2,80,1.753565253,41.83146668,POINT (1.753565253 41.83146668)
439044,43904,"Aldea, l'",09,Baix Ebre,43,Tarragona,Terres de l'Ebre,2003,12,13,0.620293809,40.74589422,POINT (0.620293809 40.74589422)
430516,43051,Cunit,12,Baix Penedès,43,Tarragona,Penedès,2004,0,48,1.634836815,41.19809301,POINT (1.634836815 41.19809301)
082009,08200,Sant Boi de Llobregat,11,Baix Llobregat,08,Barcelona,Metropolità,2017,95,0,2.042704219,41.34752428,POINT (2.042704219 41.34752428)
170715,17071,Fontcoberta,28,Pla de l'Estany,17,Girona,Comarques Gironines,2010,0,17,2.789517726,42.14286976,POINT (2.789517726 42.14286976)
082798,08279,Terrassa,40,Vallès Occidental,08,Barcelona,Metropolità,2010,201,277,2.010294804,41.56295878,POINT (2.010294804 41.56295878)
252430,25243,Vielha e Mijaran,39,Val d'Aran,25,Lleida,Alt Pirineu i Aran,2005,0,20,0.795126455,42.70191316,POINT (0.795126455 42.70191316)
080734,08073,Cornellà de Llobregat,11,Baix Llobregat,08,Barcelona,Metropolità,2010,141,49,2.070159567,41.35517145,POINT (2.070159567 41.35517145)
081265,08126,Montgat,21,Maresme,08,Barcelona,Metropolità,2007,151,0,2.278681615,41.4669452,POINT (2.278681615 41.4669452)
430136,43013,"Ametlla de Mar, l'",09,Baix Ebre,43,Tarragona,Terres de l'Ebre,2002,0,21,0.803501688,40.88524846,POINT (0.803501688 40.88524846)
081234,08123,Molins de Rei,11,Baix Llobregat,08,Barcelona,Metropolità,2017,56,0,2.015962183,41.41359396,POINT (2.015962183 41.41359396)
082212,08221,Sant Just Desvern,11,Baix Llobregat,08,Barcelona,Metropolità,2013,54,4,2.075560984,41.38572828,POINT (2.075560984 41.38572828)
171674,17167,Sant Joan de les Abadesses,31,Ripollès,17,Girona,Comarques Gironines,2010,27,0,2.284830772,42.23280805,POINT (2.284830772 42.23280805)
083054,08305,Vilafranca del Penedès,03,Alt Penedès,08,Barcelona,Penedès,2003,30,50,1.697222865,41.34649761,POINT (1.697222865 41.34649761)
171674,17167,Sant Joan de les Abadesses,31,Ripollès,17,Girona,Comarques Gironines,2007,27,0,2.284830772,42.23280805,POINT (2.284830772 42.23280805)
080327,08032,Caldes d'Estrac,21,Maresme,08,Barcelona,Metropolità,2003,1,0,2.527515728,41.57254213,POINT (2.527515728 41.57254213)
170849,17084,Isòvol,15,Cerdanya,17,Girona,Alt Pirineu i Aran,2006,8,0,1.837272363,42.39770976,POINT (1.837272363 42.39770976)
170010,17001,Agullana,02,Alt Empordà,17,Girona,Comarques Gironines,2006,24,0,2.846385617,42.39409786,POINT (2.846385617 42.39409786)
172095,17209,Vall-llobrega,10,Baix Empordà,17,Girona,Comarques Gironines,2003,0,8,3.126951014,41.88053534,POINT (3.126951014 41.88053534)
081918,08191,Sallent,07,Bages,08,Barcelona,Comarques Centrals,2011,0,57,1.894674687,41.82406284,POINT (1.894674687 41.82406284)
170617,17061,Das,15,Cerdanya,17,Girona,Alt Pirineu i Aran,2023,0,1,1.870114118,42.3616204,POINT (1.870114118 42.3616204)
430635,43063,"Galera, la",22,Montsià,43,Tarragona,Terres de l'Ebre,2009,0,1,0.463731007,40.68155614,POINT (0.463731007 40.68155614)
251370,25137,Mollerussa,27,Pla d'Urgell,25,Lleida,Ponent,2012,0,93,0.894030377,41.62981069,POINT (0.894030377 41.62981069)
080863,08086,"Franqueses del Vallès, les",41,Vallès Oriental,08,Barcelona,Metropolità,2018,19,9,2.297161105,41.63630673,POINT (2.297161105 41.63630673)
081825,08182,"Pont de Vilomara i Rocafort, el",07,Bages,08,Barcelona,Comarques Centrals,2010,44,0,1.87062396,41.70006581,POINT (1.87062396 41.70006581)
080351,08035,Calella,21,Maresme,08,Barcelona,Metropolità,2023,0,11,2.65721784,41.61327142,POINT (2.65721784 41.61327142)
250501,25050,Bellpuig,38,Urgell,25,Lleida,Ponent,2006,0,15,1.012110106,41.62565452,POINT (1.012110106 41.62565452)
431482,43148,Tarragona,36,Tarragonès,43,Tarragona,Camp de Tarragona,2012,60,114,1.254358212,41.11743424,POINT (1.254358212 41.11743424)
080168,08016,Bagà,14,Berguedà,08,Barcelona,Comarques Centrals,2008,24,0,1.86260099,42.25285297,POINT (1.86260099 42.25285297)
171674,17167,Sant Joan de les Abadesses,31,Ripollès,17,Girona,Comarques Gironines,2009,25,0,2.284830772,42.23280805,POINT (2.284830772 42.23280805)
430022,43002,Albinyana,12,Baix Penedès,43,Tarragona,Penedès,2008,8,0,1.486184747,41.24563253,POINT (1.486184747 41.24563253)
081069,08106,Llinars del Vallès,41,Vallès Oriental,08,Barcelona,Metropolità,2009,18,0,2.404620012,41.63915185,POINT (2.404620012 41.63915185)
082310,08231,Sant Pere de Ribes,17,Garraf,08,Barcelona,Penedès,2022,0,28,1.772114573,41.26230332,POINT (1.772114573 41.26230332)
170865,17086,"Jonquera, la",02,Alt Empordà,17,Girona,Comarques Gironines,2006,0,41,2.87315709,42.41690358,POINT (2.87315709 42.41690358)
251207,25120,Lleida,33,Segrià,25,Lleida,Ponent,2006,110,54,0.626842574,41.61473059,POINT (0.626842574 41.61473059)
082378,08237,Sant Quirze de Besora,24,Osona,08,Barcelona,Comarques Centrals,2005,34,0,2.22222543,42.10028539,POINT (2.22222543 42.10028539)
250349,25034,Artesa de Segre,23,Noguera,25,Lleida,Ponent,2023,0,6,1.045473965,41.89543837,POINT (1.045473965 41.89543837)
082310,08231,Sant Pere de Ribes,17,Garraf,08,Barcelona,Penedès,2011,16,32,1.772114573,41.26230332,POINT (1.772114573 41.26230332)
170890,17089,Llagostera,20,Gironès,17,Girona,Comarques Gironines,2007,21,9,2.891817464,41.82881009,POINT (2.891817464 41.82881009)
080121,08012,Avinyó,07,Bages,08,Barcelona,Comarques Centrals,2004,24,0,1.970760811,41.86338143,POINT (1.970760811 41.86338143)
170736,17073,Fornells de la Selva,20,Gironès,17,Girona,Comarques Gironines,2005,9,0,2.810456867,41.93462692,POINT (2.810456867 41.93462692)
080207,08020,Begues,11,Baix Llobregat,08,Barcelona,Metropolità,2020,2,0,1.924677961,41.33017397,POINT (1.924677961 41.33017397)
081825,08182,"Pont de Vilomara i Rocafort, el",07,Bages,08,Barcelona,Comarques Centrals,2008,44,0,1.87062396,41.70006581,POINT (1.87062396 41.70006581)
170118,17011,"Armentera, l'",02,Alt Empordà,17,Girona,Comarques Gironines,2015,16,0,3.072517841,42.17086694,POINT (3.072517841 42.17086694)
082009,08200,Sant Boi de Llobregat,11,Baix Llobregat,08,Barcelona,Metropolità,2019,64,0,2.042704219,41.34752428,POINT (2.042704219 41.34752428)
081120,08112,Manlleu,24,Osona,08,Barcelona,Comarques Centrals,2015,1,1,2.283578064,41.9999391,POINT (2.283578064 41.9999391)
170715,17071,Fontcoberta,28,Pla de l'Estany,17,Girona,Comarques Gironines,2002,1,0,2.789517726,42.14286976,POINT (2.789517726 42.14286976)
081825,08182,"Pont de Vilomara i Rocafort, el",07,Bages,08,Barcelona,Comarques Centrals,2007,44,0,1.87062396,41.70006581,POINT (1.87062396 41.70006581)
082798,08279,Terrassa,40,Vallès Occidental,08,Barcelona,Metropolità,2023,348,21,2.010294804,41.56295878,POINT (2.010294804 41.56295878)
081496,08149,Olost,43,Lluçanès,08,Barcelona,Comarques Centrals,2017,4,0,2.095728143,41.98580669,POINT (2.095728143 41.98580669)
081249,08124,Mollet del Vallès,41,Vallès Oriental,08,Barcelona,Metropolità,2008,0,184,2.210310853,41.53541184,POINT (2.210310853 41.53541184)
081136,08113,Manresa,07,Bages,08,Barcelona,Comarques Centrals,2020,28,4,1.826928753,41.72305529,POINT (1.826928753 41.72305529)
082858,08285,Torelló,24,Osona,08,Barcelona,Comarques Centrals,2008,24,0,2.260585184,42.04713193,POINT (2.260585184 42.04713193)
252038,25203,"Seu d'Urgell, la",04,Alt Urgell,25,Lleida,Alt Pirineu i Aran,2006,24,24,1.462430747,42.35809762,POINT (1.462430747 42.35809762)
080919,08091,Gelida,03,Alt Penedès,08,Barcelona,Penedès,2009,43,0,1.863167973,41.44092894,POINT (1.863167973 41.44092894)
081944,08194,Sant Adrià de Besòs,13,Barcelonès,08,Barcelona,Metropolità,2005,150,35,2.217787409,41.43006742,POINT (2.217787409 41.43006742)
082457,08245,Santa Coloma de Gramenet,13,Barcelonès,08,Barcelona,Metropolità,2004,76,125,2.207934468,41.45214935,POINT (2.207934468 41.45214935)
082457,08245,Santa Coloma de Gramenet,13,Barcelonès,08,Barcelona,Metropolità,2009,93,49,2.207934468,41.45214935,POINT (2.207934468 41.45214935)
250729,25072,Cervera,32,Segarra,25,Lleida,Ponent,2011,3,0,1.27125747,41.66580832,POINT (1.27125747 41.66580832)
170890,17089,Llagostera,20,Gironès,17,Girona,Comarques Gironines,2004,0,18,2.891817464,41.82881009,POINT (2.891817464 41.82881009)
170221,17022,"Bisbal d'Empordà, la",10,Baix Empordà,17,Girona,Comarques Gironines,2021,0,1,3.038149687,41.95930116,POINT (3.038149687 41.95930116)
082172,08217,Sant Joan Despí,11,Baix Llobregat,08,Barcelona,Metropolità,2011,128,87,2.054954782,41.36782167,POINT (2.054954782 41.36782167)
172180,17218,Vilademuls,28,Pla de l'Estany,17,Girona,Comarques Gironines,2005,4,0,2.887964208,42.1385121,POINT (2.887964208 42.1385121)
081249,08124,Mollet del Vallès,41,Vallès Oriental,08,Barcelona,Metropolità,2007,84,0,2.210310853,41.53541184,POINT (2.210310853 41.53541184)
081189,08118,"Masnou, el",21,Maresme,08,Barcelona,Metropolità,2005,18,0,2.319018119,41.47916172,POINT (2.319018119 41.47916172)
431482,43148,Tarragona,36,Tarragonès,43,Tarragona,Camp de Tarragona,2009,131,69,1.254358212,41.11743424,POINT (1.254358212 41.11743424)
083036,08303,Vilanova de Sau,24,Osona,08,Barcelona,Comarques Centrals,2007,4,0,2.384824808,41.94711624,POINT (2.384824808 41.94711624)
081363,08136,Montornès del Vallès,41,Vallès Oriental,08,Barcelona,Metropolità,2020,0,4,2.267313544,41.54526095,POINT (2.267313544 41.54526095)
431554,43155,Tortosa,09,Baix Ebre,43,Tarragona,Terres de l'Ebre,2010,9,1,0.520955976,40.810905,POINT (0.520955976 40.810905)
081213,08121,Mataró,21,Maresme,08,Barcelona,Metropolità,2020,110,0,2.444896864,41.5398099,POINT (2.444896864 41.5398099)
170792,17079,Girona,20,Gironès,17,Girona,Comarques Gironines,2010,0,99,2.824865628,41.98315544,POINT (2.824865628 41.98315544)
171642,17164,Sant Hilari Sacalm,34,Selva,17,Girona,Comarques Gironines,2008,20,20,2.508315363,41.87884392,POINT (2.508315363 41.87884392)
252271,25227,"Torre de Cabdella, la",25,Pallars Jussà,25,Lleida,Alt Pirineu i Aran,2012,0,18,0.982329839,42.42193135,POINT (0.982329839 42.42193135)
431554,43155,Tortosa,09,Baix Ebre,43,Tarragona,Terres de l'Ebre,2023,0,1,0.520955976,40.810905,POINT (0.520955976 40.810905)
080312,08031,Calaf,06,Anoia,08,Barcelona,Comarques Centrals,2005,12,0,1.511278933,41.73406648,POINT (1.511278933 41.73406648)
081960,08196,Sant Andreu de la Barca,11,Baix Llobregat,08,Barcelona,Metropolità,2022,36,0,1.971403604,41.44999966,POINT (1.971403604 41.44999966)
080863,08086,"Franqueses del Vallès, les",41,Vallès Oriental,08,Barcelona,Metropolità,2014,0,4,2.297161105,41.63630673,POINT (2.297161105 41.63630673)
082172,08217,Sant Joan Despí,11,Baix Llobregat,08,Barcelona,Metropolità,2014,131,103,2.054954782,41.36782167,POINT (2.054954782 41.36782167)
250061,25006,"Albagés, l'",18,Garrigues,25,Lleida,Ponent,2008,2,0,0.739237187,41.44879641,POINT (0.739237187 41.44879641)
082055,08205,Sant Cugat del Vallès,40,Vallès Occidental,08,Barcelona,Metropolità,2014,24,0,2.082391608,41.46985344,POINT (2.082391608 41.46985344)
082172,08217,Sant Joan Despí,11,Baix Llobregat,08,Barcelona,Metropolità,2015,0,27,2.054954782,41.36782167,POINT (2.054954782 41.36782167)
081136,08113,Manresa,07,Bages,08,Barcelona,Comarques Centrals,2012,1,55,1.826928753,41.72305529,POINT (1.826928753 41.72305529)
252326,25232,Torres de Segre,33,Segrià,25,Lleida,Ponent,2005,12,0,0.512600714,41.53516991,POINT (0.512600714 41.53516991)
082331,08233,Sant Pere de Torelló,24,Osona,08,Barcelona,Comarques Centrals,2008,36,0,2.29610097,42.07549518,POINT (2.29610097 42.07549518)
430265,43026,Benissanet,30,Ribera d'Ebre,43,Tarragona,Terres de l'Ebre,2008,0,3,0.635144854,41.05667231,POINT (0.635144854 41.05667231)
171674,17167,Sant Joan de les Abadesses,31,Ripollès,17,Girona,Comarques Gironines,2006,14,12,2.284830772,42.23280805,POINT (2.284830772 42.23280805)
430056,43005,Alcover,01,Alt Camp,43,Tarragona,Camp de Tarragona,2006,0,8,1.170205538,41.26263186,POINT (1.170205538 41.26263186)
170792,17079,Girona,20,Gironès,17,Girona,Comarques Gironines,2023,5,0,2.824865628,41.98315544,POINT (2.824865628 41.98315544)
431093,43109,"Pobla de Mafumet, la",36,Tarragonès,43,Tarragona,Camp de Tarragona,2002,0,12,1.209284685,41.18758866,POINT (1.209284685 41.18758866)
171175,17117,Palafrugell,10,Baix Empordà,17,Girona,Comarques Gironines,2007,0,16,3.164065976,41.91495458,POINT (3.164065976 41.91495458)
431362,43136,"Ràpita, la",22,Montsià,43,Tarragona,Terres de l'Ebre,2006,29,1,0.592536631,40.62026987,POINT (0.592536631 40.62026987)
082135,08213,Sant Fruitós de Bages,07,Bages,08,Barcelona,Comarques Centrals,2005,0,35,1.87327387,41.75067462,POINT (1.87327387 41.75067462)
080734,08073,Cornellà de Llobregat,11,Baix Llobregat,08,Barcelona,Metropolità,2003,54,100,2.070159567,41.35517145,POINT (2.070159567 41.35517145)
082191,08219,Vilassar de Mar,21,Maresme,08,Barcelona,Metropolità,2008,0,33,2.392486809,41.50238859,POINT (2.392486809 41.50238859)
082009,08200,Sant Boi de Llobregat,11,Baix Llobregat,08,Barcelona,Metropolità,2011,57,57,2.042704219,41.34752428,POINT (2.042704219 41.34752428)
082135,08213,Sant Fruitós de Bages,07,Bages,08,Barcelona,Comarques Centrals,2004,57,0,1.87327387,41.75067462,POINT (1.87327387 41.75067462)
250479,25047,Bellcaire d'Urgell,23,Noguera,25,Lleida,Ponent,2009,5,0,0.905573979,41.7592389,POINT (0.905573979 41.7592389)
080207,08020,Begues,11,Baix Llobregat,08,Barcelona,Metropolità,2006,18,0,1.924677961,41.33017397,POINT (1.924677961 41.33017397)
251214,25121,Les,39,Val d'Aran,25,Lleida,Alt Pirineu i Aran,2003,1,0,0.709878949,42.81015343,POINT (0.709878949 42.81015343)
082172,08217,Sant Joan Despí,11,Baix Llobregat,08,Barcelona,Metropolità,2020,64,84,2.054954782,41.36782167,POINT (2.054954782 41.36782167)
172137,17213,Vidreres,34,Selva,17,Girona,Comarques Gironines,2022,0,1,2.780328583,41.78967114,POINT (2.780328583 41.78967114)
431665,43166,Vilallonga del Camp,36,Tarragonès,43,Tarragona,Camp de Tarragona,2009,13,0,1.205916871,41.21136969,POINT (1.205916871 41.21136969)
431482,43148,Tarragona,36,Tarragonès,43,Tarragona,Camp de Tarragona,2004,166,137,1.254358212,41.11743424,POINT (1.254358212 41.11743424)
431554,43155,Tortosa,09,Baix Ebre,43,Tarragona,Terres de l'Ebre,2007,10,0,0.520955976,40.810905,POINT (0.520955976 40.810905)
081672,08167,Polinyà,40,Vallès Occidental,08,Barcelona,Metropolità,2006,76,0,2.156245284,41.55760939,POINT (2.156245284 41.55760939)
171328,17132,Peralada,02,Alt Empordà,17,Girona,Comarques Gironines,2010,30,0,3.00798995,42.30792626,POINT (3.00798995 42.30792626)
082172,08217,Sant Joan Despí,11,Baix Llobregat,08,Barcelona,Metropolità,2006,45,0,2.054954782,41.36782167,POINT (2.054954782 41.36782167)
430607,43060,Flix,30,Ribera d'Ebre,43,Tarragona,Terres de l'Ebre,2010,0,15,0.549946451,41.23128181,POINT (0.549946451 41.23128181)
081252,08125,Montcada i Reixac,40,Vallès Occidental,08,Barcelona,Metropolità,2021,0,9,2.187770377,41.48579566,POINT (2.187770377 41.48579566)
171851,17185,Sant Joan les Fonts,19,Garrotxa,17,Girona,Comarques Gironines,2005,0,6,2.511051067,42.21265049,POINT (2.511051067 42.21265049)
082401,08240,Sant Sadurní d'Anoia,03,Alt Penedès,08,Barcelona,Penedès,2003,8,0,1.787300544,41.42421161,POINT (1.787300544 41.42421161)
431634,43163,"Vendrell, el",12,Baix Penedès,43,Tarragona,Penedès,2006,0,39,1.53509551,41.22012232,POINT (1.53509551 41.22012232)
081944,08194,Sant Adrià de Besòs,13,Barcelonès,08,Barcelona,Metropolità,2021,91,0,2.217787409,41.43006742,POINT (2.217787409 41.43006742)
083020,08302,Vilanova del Camí,06,Anoia,08,Barcelona,Penedès,2020,1,1,1.634199238,41.57225855,POINT (1.634199238 41.57225855)
439057,43905,Salou,36,Tarragonès,43,Tarragona,Camp de Tarragona,2015,39,0,1.133565772,41.08117674,POINT (1.133565772 41.08117674)
080734,08073,Cornellà de Llobregat,11,Baix Llobregat,08,Barcelona,Metropolità,2005,36,47,2.070159567,41.35517145,POINT (2.070159567 41.35517145)
171479,17147,Ripoll,31,Ripollès,17,Girona,Comarques Gironines,2006,0,20,2.19075318,42.20104761,POINT (2.19075318 42.20104761)
431554,43155,Tortosa,09,Baix Ebre,43,Tarragona,Terres de l'Ebre,2021,6,2,0.520955976,40.810905,POINT (0.520955976 40.810905)
081136,08113,Manresa,07,Bages,08,Barcelona,Comarques Centrals,2002,133,40,1.826928753,41.72305529,POINT (1.826928753 41.72305529)
170242,17024,Bolvir,15,Cerdanya,17,Girona,Alt Pirineu i Aran,2012,7,7,1.879863587,42.41848025,POINT (1.879863587 42.41848025)
081976,08197,Sant Andreu de Llavaneres,21,Maresme,08,Barcelona,Metropolità,2011,25,0,2.483347205,41.57445867,POINT (2.483347205 41.57445867)
081017,08101,"Hospitalet de Llobregat, l'",13,Barcelonès,08,Barcelona,Metropolità,2006,346,20,2.099712098,41.35945967,POINT (2.099712098 41.35945967)
082135,08213,Sant Fruitós de Bages,07,Bages,08,Barcelona,Comarques Centrals,2010,0,15,1.87327387,41.75067462,POINT (1.87327387 41.75067462)
170209,17020,Bescanó,20,Gironès,17,Girona,Comarques Gironines,2004,24,1,2.743365182,41.96540335,POINT (2.743365182 41.96540335)
439018,43901,Deltebre,09,Baix Ebre,43,Tarragona,Terres de l'Ebre,2006,22,11,0.722777588,40.71960517,POINT (0.722777588 40.71960517)
172082,17208,"Vall de Bianya, la",19,Garrotxa,17,Girona,Comarques Gironines,2003,0,11,2.45553093,42.21106657,POINT (2.45553093 42.21106657)
082845,08284,Tordera,21,Maresme,08,Barcelona,Metropolità,2004,54,0,2.718763122,41.69902461,POINT (2.718763122 41.69902461)
082009,08200,Sant Boi de Llobregat,11,Baix Llobregat,08,Barcelona,Metropolità,2013,34,0,2.042704219,41.34752428,POINT (2.042704219 41.34752428)
081213,08121,Mataró,21,Maresme,08,Barcelona,Metropolità,2010,9,10,2.444896864,41.5398099,POINT (2.444896864 41.5398099)
430862,43086,Montblanc,16,Conca de Barberà,43,Tarragona,Camp de Tarragona,2010,0,24,1.161386523,41.37677696,POINT (1.161386523 41.37677696)
081141,08114,Martorell,11,Baix Llobregat,08,Barcelona,Metropolità,2022,8,0,1.930730461,41.4743361,POINT (1.930730461 41.4743361)
431536,43153,Torredembarra,36,Tarragonès,43,Tarragona,Camp de Tarragona,2007,9,0,1.396064236,41.14606579,POINT (1.396064236 41.14606579)
171479,17147,Ripoll,31,Ripollès,17,Girona,Comarques Gironines,2004,20,20,2.19075318,42.20104761,POINT (2.19075318 42.20104761)
081918,08191,Sallent,07,Bages,08,Barcelona,Comarques Centrals,2010,58,1,1.894674687,41.82406284,POINT (1.894674687 41.82406284)
250518,25051,Bellver de Cerdanya,15,Cerdanya,25,Lleida,Alt Pirineu i Aran,2003,0,24,1.774387211,42.37073001,POINT (1.774387211 42.37073001)
252038,25203,"Seu d'Urgell, la",04,Alt Urgell,25,Lleida,Alt Pirineu i Aran,2005,24,27,1.462430747,42.35809762,POINT (1.462430747 42.35809762)
081568,08156,Palau-solità i Plegamans,40,Vallès Occidental,08,Barcelona,Metropolità,2023,52,0,2.178421008,41.58754343,POINT (2.178421008 41.58754343)
082457,08245,Santa Coloma de Gramenet,13,Barcelonès,08,Barcelona,Metropolità,2023,0,34,2.207934468,41.45214935,POINT (2.207934468 41.45214935)
080425,08042,Cànoves i Samalús,41,Vallès Oriental,08,Barcelona,Metropolità,2005,4,0,2.352943715,41.69391937,POINT (2.352943715 41.69391937)
082520,08252,Barberà del Vallès,40,Vallès Occidental,08,Barcelona,Metropolità,2021,27,0,2.124669407,41.51579636,POINT (2.124669407 41.51579636)
081265,08126,Montgat,21,Maresme,08,Barcelona,Metropolità,2010,85,0,2.278681615,41.4669452,POINT (2.278681615 41.4669452)
082212,08221,Sant Just Desvern,11,Baix Llobregat,08,Barcelona,Metropolità,2006,42,0,2.075560984,41.38572828,POINT (2.075560984 41.38572828)
170792,17079,Girona,20,Gironès,17,Girona,Comarques Gironines,2009,193,157,2.824865628,41.98315544,POINT (2.824865628 41.98315544)
430542,43054,"Espluga de Francolí, l'",16,Conca de Barberà,43,Tarragona,Camp de Tarragona,2005,51,0,1.104490009,41.39637103,POINT (1.104490009 41.39637103)
082798,08279,Terrassa,40,Vallès Occidental,08,Barcelona,Metropolità,2022,0,2,2.010294804,41.56295878,POINT (2.010294804 41.56295878)
081141,08114,Martorell,11,Baix Llobregat,08,Barcelona,Metropolità,2020,0,16,1.930730461,41.4743361,POINT (1.930730461 41.4743361)
080898,08089,Gavà,11,Baix Llobregat,08,Barcelona,Metropolità,2022,0,137,2.004774201,41.30611887,POINT (2.004774201 41.30611887)
171851,17185,Sant Joan les Fonts,19,Garrotxa,17,Girona,Comarques Gironines,2010,0,48,2.511051067,42.21265049,POINT (2.511051067 42.21265049)
170157,17015,Banyoles,28,Pla de l'Estany,17,Girona,Comarques Gironines,2010,30,0,2.763796776,42.11639909,POINT (2.763796776 42.11639909)
082520,08252,Barberà del Vallès,40,Vallès Occidental,08,Barcelona,Metropolità,2009,13,0,2.124669407,41.51579636,POINT (2.124669407 41.51579636)
439057,43905,Salou,36,Tarragonès,43,Tarragona,Camp de Tarragona,2023,40,0,1.133565772,41.08117674,POINT (1.133565772 41.08117674)
172266,17226,Vilamalla,02,Alt Empordà,17,Girona,Comarques Gironines,2010,14,0,2.970718914,42.21719177,POINT (2.970718914 42.21719177)
431554,43155,Tortosa,09,Baix Ebre,43,Tarragona,Terres de l'Ebre,2022,0,11,0.520955976,40.810905,POINT (0.520955976 40.810905)
081944,08194,Sant Adrià de Besòs,13,Barcelonès,08,Barcelona,Metropolità,2017,40,3,2.217787409,41.43006742,POINT (2.217787409 41.43006742)
171642,17164,Sant Hilari Sacalm,34,Selva,17,Girona,Comarques Gironines,2006,20,0,2.508315363,41.87884392,POINT (2.508315363 41.87884392)
431080,43108,"Pla de Santa Maria, el",01,Alt Camp,43,Tarragona,Camp de Tarragona,2008,0,35,1.288826246,41.36535634,POINT (1.288826246 41.36535634)
252347,25234,Tremp,25,Pallars Jussà,25,Lleida,Alt Pirineu i Aran,2006,16,0,0.895896972,42.16691811,POINT (0.895896972 42.16691811)
170792,17079,Girona,20,Gironès,17,Girona,Comarques Gironines,2007,118,0,2.824865628,41.98315544,POINT (2.824865628 41.98315544)
081846,08184,Rubí,40,Vallès Occidental,08,Barcelona,Metropolità,2012,0,22,2.031335058,41.49348467,POINT (2.031335058 41.49348467)
080425,08042,Cànoves i Samalús,41,Vallès Oriental,08,Barcelona,Metropolità,2004,10,0,2.352943715,41.69391937,POINT (2.352943715 41.69391937)
431233,43123,Reus,08,Baix Camp,43,Tarragona,Camp de Tarragona,2018,2,0,1.108491969,41.15501639,POINT (1.108491969 41.15501639)
082628,08262,Sant Vicenç de Castellet,07,Bages,08,Barcelona,Comarques Centrals,2006,0,12,1.863615971,41.6655524,POINT (1.863615971 41.6655524)
082009,08200,Sant Boi de Llobregat,11,Baix Llobregat,08,Barcelona,Metropolità,2008,57,45,2.042704219,41.34752428,POINT (2.042704219 41.34752428)
170139,17013,Begur,10,Baix Empordà,17,Girona,Comarques Gironines,2008,12,0,3.20732264,41.95445697,POINT (3.20732264 41.95445697)
250387,25038,Aitona,33,Segrià,25,Lleida,Ponent,2006,12,0,0.458983454,41.49461039,POINT (0.458983454 41.49461039)
